customer_id,first_name,last_name,email,country,city,age,gender,signup_date
463,Juan,Rodríguez,juan.rodríguez463@mail.com,Perú,Arequipa,45,Otro,2024-03-15
367,Diego,Rodríguez,diego.rodríguez367@mail.com,Chile,Santiago,23,F,2024-03-15
211,José,López,josé.lópez211@mail.com,España,Barcelona,24,M,2024-03-19
385,Sofía,Pérez,sofía.pérez385@mail.com,México,Monterrey,32,F,2024-03-26
177,Diego,Rodríguez,diego.rodríguez177@mail.com,México,Monterrey,25,M,2024-04-02
398,Lucía,Romero,lucía.romero398@mail.com,Argentina,Mendoza,20,F,2024-04-03
209,Laura,Fernández,laura.fernández209@mail.com,Argentina,Buenos Aires,66,Otro,2024-04-04
366,Juan,Martínez,juan.martínez366@mail.com,México,Guadalajara,38,F,2024-04-06
200,José,Torres,josé.torres200@mail.com,Argentina,Buenos Aires,43,F,2024-04-15
379,Martín,Sánchez,martín.sánchez379@mail.com,México,CDMX,22,F,2024-04-24
390,Pablo,Martínez,pablo.martínez390@mail.com,Colombia,Medellín,44,F,2024-05-02
449,Andrés,González,andrés.gonzález449@mail.com,Argentina,Rosario,60,F,2024-05-03
426,Miguel,Rodríguez,miguel.rodríguez426@mail.com,Colombia,Medellín,22,M,2024-05-07
477,Valentina,Torres,valentina.torres477@mail.com,México,Guadalajara,68,M,2024-05-09
471,Florencia,Romero,florencia.romero471@mail.com,México,Monterrey,23,F,2024-05-12
74,Martín,Romero,martín.romero74@mail.com,Argentina,Buenos Aires,48,F,2024-05-16
404,Diego,Fernández,diego.fernández404@mail.com,Argentina,Buenos Aires,28,M,2024-05-22
279,Juan,López,juan.lópez279@mail.com,Colombia,Bogotá,28,M,2024-05-25
92,Pedro,López,pedro.lópez92@mail.com,España,Madrid,41,M,2024-05-28
324,Florencia,Romero,florencia.romero324@mail.com,México,CDMX,27,M,2024-05-29
273,Pablo,López,pablo.lópez273@mail.com,Argentina,Buenos Aires,36,F,2024-06-01
247,Florencia,Torres,florencia.torres247@mail.com,España,Barcelona,66,M,2024-06-02
224,Lucía,Sánchez,lucía.sánchez224@mail.com,Perú,Lima,63,F,2024-06-04
365,Camila,Romero,camila.romero365@mail.com,España,Barcelona,28,F,2024-06-07
469,Julieta,Romero,julieta.romero469@mail.com,Argentina,Mendoza,32,F,2024-06-13
242,Julieta,Sánchez,julieta.sánchez242@mail.com,Chile,Santiago,20,M,2024-06-14
52,Sofía,Romero,sofía.romero52@mail.com,Argentina,Mendoza,43,F,2024-06-16
77,Andrés,Díaz,andrés.díaz77@mail.com,Argentina,Córdoba,52,M,2024-07-12
100,Pedro,Sánchez,pedro.sánchez100@mail.com,Uruguay,Montevideo,46,M,2024-07-12
56,Agustina,Rodríguez,agustina.rodríguez56@mail.com,Chile,Santiago,68,F,2024-08-08
22,María,Sánchez,maría.sánchez22@mail.com,México,CDMX,50,M,2024-08-08
195,Martín,Rodríguez,martín.rodríguez195@mail.com,Argentina,Córdoba,24,M,2024-08-11
474,Luis,López,luis.lópez474@mail.com,Argentina,Buenos Aires,42,M,2024-08-12
451,Laura,Torres,laura.torres451@mail.com,Argentina,Rosario,57,F,2024-08-14
478,Sofía,López,sofía.lópez478@mail.com,España,Barcelona,21,F,2024-08-14
316,Laura,Rodríguez,laura.rodríguez316@mail.com,Argentina,Córdoba,41,F,2024-08-16
335,Martín,Martínez,martín.martínez335@mail.com,Argentina,Mendoza,46,M,2024-08-20
414,Julieta,Sánchez,julieta.sánchez414@mail.com,Colombia,Medellín,28,F,2024-08-25
319,Pedro,Rodríguez,pedro.rodríguez319@mail.com,Argentina,Rosario,26,F,2024-09-03
373,Pedro,Pérez,pedro.pérez373@mail.com,México,CDMX,55,M,2024-09-04
184,Pedro,Sánchez,pedro.sánchez184@mail.com,Argentina,Córdoba,68,M,2024-09-12
215,María,Pérez,maría.pérez215@mail.com,Chile,Valparaíso,63,F,2024-09-17
180,Juan,Díaz,juan.díaz180@mail.com,Chile,Valparaíso,45,M,2024-09-19
457,Agustina,Díaz,agustina.díaz457@mail.com,Uruguay,Montevideo,57,M,2024-09-23
229,Ana,Martínez,ana.martínez229@mail.com,España,Madrid,44,F,2024-09-27
51,Martín,Fernández,martín.fernández51@mail.com,Argentina,Rosario,34,F,2024-09-27
34,Diego,Rodríguez,diego.rodríguez34@mail.com,México,Guadalajara,69,F,2024-09-30
27,María,López,maría.lópez27@mail.com,México,CDMX,68,F,2024-10-03
43,Pedro,González,pedro.gonzález43@mail.com,Chile,Santiago,22,M,2024-10-04
468,Sofía,Martínez,sofía.martínez468@mail.com,Perú,Lima,40,M,2024-10-26
171,José,Sánchez,josé.sánchez171@mail.com,Argentina,Mendoza,21,F,2024-10-28
226,Agustina,Sánchez,agustina.sánchez226@mail.com,Perú,Lima,19,M,2024-11-03
433,Ana,Romero,ana.romero433@mail.com,España,Madrid,62,F,2024-11-06
228,Agustina,Díaz,agustina.díaz228@mail.com,España,Valencia,45,F,2024-11-07
179,Laura,Torres,laura.torres179@mail.com,Colombia,Medellín,29,M,2024-11-08
301,Julieta,González,julieta.gonzález301@mail.com,Chile,Santiago,32,M,2024-11-08
192,Laura,Romero,laura.romero192@mail.com,Argentina,Córdoba,63,F,2024-11-12
428,Pablo,Rodríguez,pablo.rodríguez428@mail.com,Colombia,Bogotá,29,M,2024-11-14
400,Laura,López,laura.lópez400@mail.com,México,Monterrey,25,M,2024-11-18
435,Diego,Rodríguez,diego.rodríguez435@mail.com,Argentina,Buenos Aires,34,M,2024-11-19
135,José,Martínez,josé.martínez135@mail.com,España,Madrid,62,F,2024-11-25
155,Diego,Rodríguez,diego.rodríguez155@mail.com,Argentina,Mendoza,30,M,2024-11-26
147,Martín,López,martín.lópez147@mail.com,Argentina,Mendoza,65,M,2024-12-02
13,Luis,Sánchez,luis.sánchez13@mail.com,España,Barcelona,19,M,2024-12-03
293,Pedro,López,pedro.lópez293@mail.com,Perú,Arequipa,38,M,2024-12-06
105,Diego,Rodríguez,diego.rodríguez105@mail.com,Chile,Santiago,21,F,2024-12-12
459,Laura,Pérez,laura.pérez459@mail.com,Chile,Valparaíso,60,F,2024-12-12
83,Agustina,Díaz,agustina.díaz83@mail.com,Colombia,Bogotá,37,F,2024-12-13
321,Carlos,López,carlos.lópez321@mail.com,Perú,Lima,33,F,2024-12-15
353,Valentina,Martínez,valentina.martínez353@mail.com,España,Valencia,29,M,2024-12-16
207,Martín,Torres,martín.torres207@mail.com,Argentina,Buenos Aires,65,M,2024-12-18
216,Carlos,Romero,carlos.romero216@mail.com,Chile,Santiago,59,M,2024-12-26
484,Carlos,Sánchez,carlos.sánchez484@mail.com,Argentina,Buenos Aires,51,F,2024-12-28
329,Lucía,Pérez,lucía.pérez329@mail.com,España,Valencia,28,M,2025-01-02
6,Pablo,Fernández,pablo.fernández6@mail.com,Uruguay,Montevideo,31,F,2025-01-05
5,Carlos,Díaz,carlos.díaz5@mail.com,Argentina,Mendoza,35,M,2025-01-06
278,Julieta,Rodríguez,julieta.rodríguez278@mail.com,México,Monterrey,19,M,2025-01-09
79,Pedro,Rodríguez,pedro.rodríguez79@mail.com,España,Barcelona,40,M,2025-01-09
351,María,González,maría.gonzález351@mail.com,España,Barcelona,68,M,2025-01-10
253,María,Pérez,maría.pérez253@mail.com,México,Monterrey,43,M,2025-01-13
57,Pedro,Romero,pedro.romero57@mail.com,México,Monterrey,67,F,2025-01-14
303,Lucía,Martínez,lucía.martínez303@mail.com,México,Monterrey,18,F,2025-01-20
437,Pedro,López,pedro.lópez437@mail.com,Argentina,Córdoba,24,F,2025-01-20
94,Sofía,González,sofía.gonzález94@mail.com,México,Monterrey,47,F,2025-01-20
67,Pablo,Torres,pablo.torres67@mail.com,España,Valencia,29,M,2025-01-21
292,Florencia,Romero,florencia.romero292@mail.com,Argentina,Mendoza,64,F,2025-01-21
363,Sofía,Romero,sofía.romero363@mail.com,Argentina,Córdoba,32,Otro,2025-01-24
300,Juan,Díaz,juan.díaz300@mail.com,España,Barcelona,24,F,2025-01-24
97,Miguel,Pérez,miguel.pérez97@mail.com,México,CDMX,33,F,2025-01-28
312,Diego,Pérez,diego.pérez312@mail.com,México,Guadalajara,47,M,2025-01-29
320,Sofía,Fernández,sofía.fernández320@mail.com,Perú,Lima,68,M,2025-01-29
443,Pablo,Romero,pablo.romero443@mail.com,Chile,Santiago,27,F,2025-01-30
290,José,Sánchez,josé.sánchez290@mail.com,Argentina,Córdoba,33,F,2025-02-03
239,Laura,González,laura.gonzález239@mail.com,Argentina,Rosario,59,F,2025-02-15
86,Miguel,López,miguel.lópez86@mail.com,Argentina,Córdoba,66,Otro,2025-02-16
376,Agustina,Rodríguez,agustina.rodríguez376@mail.com,Argentina,Córdoba,66,M,2025-02-19
98,Julieta,Sánchez,julieta.sánchez98@mail.com,Argentina,Buenos Aires,52,F,2025-02-23
139,Andrés,Rodríguez,andrés.rodríguez139@mail.com,Chile,Santiago,65,M,2025-02-25
113,Ana,Pérez,ana.pérez113@mail.com,Argentina,Buenos Aires,68,F,2025-03-04
481,Ana,Pérez,ana.pérez481@mail.com,México,CDMX,30,F,2025-03-12
322,Laura,Sánchez,laura.sánchez322@mail.com,México,Guadalajara,34,M,2025-03-12
285,Sofía,Sánchez,sofía.sánchez285@mail.com,España,Madrid,52,F,2025-03-12
19,Juan,Martínez,juan.martínez19@mail.com,Colombia,Medellín,20,F,2025-03-15
323,Martín,López,martín.lópez323@mail.com,Argentina,Buenos Aires,59,M,2025-03-18
302,Pedro,Martínez,pedro.martínez302@mail.com,Argentina,Buenos Aires,21,M,2025-03-23
220,Pedro,Díaz,pedro.díaz220@mail.com,México,Guadalajara,32,Otro,2025-03-24
68,José,Pérez,josé.pérez68@mail.com,Argentina,Rosario,28,Otro,2025-03-29
406,Ana,Fernández,ana.fernández406@mail.com,Colombia,Bogotá,47,F,2025-04-06
388,Diego,Martínez,diego.martínez388@mail.com,Perú,Lima,29,M,2025-04-09
370,José,Sánchez,josé.sánchez370@mail.com,Colombia,Medellín,22,Otro,2025-04-17
257,Luis,López,luis.lópez257@mail.com,Colombia,Bogotá,44,F,2025-04-18
237,Juan,Díaz,juan.díaz237@mail.com,México,CDMX,23,F,2025-04-20
87,Miguel,Romero,miguel.romero87@mail.com,Chile,Valparaíso,55,M,2025-05-02
497,Camila,Díaz,camila.díaz497@mail.com,México,CDMX,59,F,2025-05-05
380,Martín,Rodríguez,martín.rodríguez380@mail.com,Chile,Santiago,19,Otro,2025-05-08
16,Miguel,Torres,miguel.torres16@mail.com,Argentina,Rosario,23,F,2025-05-15
122,María,González,maría.gonzález122@mail.com,España,Valencia,31,M,2025-05-15
294,Juan,Fernández,juan.fernández294@mail.com,Argentina,Mendoza,20,F,2025-05-17
12,Julieta,Fernández,julieta.fernández12@mail.com,Perú,Lima,64,M,2025-05-19
71,Lucía,González,lucía.gonzález71@mail.com,Argentina,Mendoza,59,M,2025-05-21
489,Carlos,Fernández,carlos.fernández489@mail.com,España,Madrid,18,F,2025-05-26
341,Martín,Martínez,martín.martínez341@mail.com,Argentina,Mendoza,36,F,2025-05-26
333,Pedro,Díaz,pedro.díaz333@mail.com,España,Barcelona,24,F,2025-05-28
198,Agustina,Rodríguez,agustina.rodríguez198@mail.com,Colombia,Bogotá,60,M,2025-05-29
81,Pablo,Fernández,pablo.fernández81@mail.com,España,Barcelona,59,M,2025-06-01
162,Valentina,Pérez,valentina.pérez162@mail.com,Perú,Lima,58,M,2025-06-02
326,Ana,Torres,ana.torres326@mail.com,España,Madrid,32,M,2025-06-05
465,Florencia,Romero,florencia.romero465@mail.com,España,Valencia,19,F,2025-06-08
156,Camila,Fernández,camila.fernández156@mail.com,España,Madrid,43,M,2025-06-08
347,Florencia,Martínez,florencia.martínez347@mail.com,Perú,Arequipa,33,M,2025-06-11
163,Miguel,Rodríguez,miguel.rodríguez163@mail.com,Argentina,Rosario,66,F,2025-06-13
493,Juan,Fernández,juan.fernández493@mail.com,España,Madrid,32,M,2025-06-23
440,Agustina,Fernández,agustina.fernández440@mail.com,España,Barcelona,27,M,2025-06-27
486,Florencia,Sánchez,florencia.sánchez486@mail.com,México,CDMX,20,M,2025-07-03
344,Camila,Romero,camila.romero344@mail.com,España,Barcelona,24,F,2025-07-07
153,Pedro,González,pedro.gonzález153@mail.com,Argentina,Mendoza,25,F,2025-07-10
26,María,González,maría.gonzález26@mail.com,Argentina,Rosario,62,F,2025-07-16
483,Laura,González,laura.gonzález483@mail.com,España,Madrid,55,F,2025-07-21
348,Andrés,Díaz,andrés.díaz348@mail.com,Argentina,Buenos Aires,46,F,2025-07-28
420,Valentina,Díaz,valentina.díaz420@mail.com,Perú,Arequipa,62,M,2025-07-30
296,Martín,Fernández,martín.fernández296@mail.com,Perú,Arequipa,66,M,2025-07-31
464,María,Romero,maría.romero464@mail.com,Argentina,Buenos Aires,45,M,2025-08-04
447,Pablo,Rodríguez,pablo.rodríguez447@mail.com,Uruguay,Montevideo,26,F,2025-08-04
204,Julieta,Rodríguez,julieta.rodríguez204@mail.com,Argentina,Córdoba,69,F,2025-08-07
95,Diego,Sánchez,diego.sánchez95@mail.com,Argentina,Córdoba,37,M,2025-08-12
221,José,González,josé.gonzález221@mail.com,Argentina,Buenos Aires,54,M,2025-08-16
167,Juan,Sánchez,juan.sánchez167@mail.com,Colombia,Bogotá,69,F,2025-08-24
263,Pedro,González,pedro.gonzález263@mail.com,Argentina,Córdoba,39,M,2025-08-25
349,Andrés,Díaz,andrés.díaz349@mail.com,España,Madrid,38,M,2025-08-31
445,Carlos,López,carlos.lópez445@mail.com,Argentina,Buenos Aires,27,M,2025-09-06
444,Pedro,González,pedro.gonzález444@mail.com,Argentina,Rosario,51,F,2025-09-08
383,Diego,Rodríguez,diego.rodríguez383@mail.com,Chile,Santiago,62,M,2025-09-14
309,Pedro,González,pedro.gonzález309@mail.com,Argentina,Mendoza,21,M,2025-09-15
246,Agustina,Torres,agustina.torres246@mail.com,Colombia,Bogotá,45,M,2025-09-16
282,Andrés,López,andrés.lópez282@mail.com,Argentina,Córdoba,69,M,2025-09-17
306,Lucía,González,lucía.gonzález306@mail.com,México,CDMX,26,M,2025-09-18
102,Valentina,Sánchez,valentina.sánchez102@mail.com,España,Valencia,34,M,2025-09-18
450,Carlos,López,carlos.lópez450@mail.com,España,Barcelona,29,F,2025-09-19
146,Valentina,Fernández,valentina.fernández146@mail.com,Argentina,Rosario,53,F,2025-09-19
394,Andrés,Sánchez,andrés.sánchez394@mail.com,España,Barcelona,68,F,2025-09-19
287,Pablo,Rodríguez,pablo.rodríguez287@mail.com,Argentina,Córdoba,28,F,2025-09-24
222,Camila,Sánchez,camila.sánchez222@mail.com,México,CDMX,33,F,2025-09-29
418,Pedro,Martínez,pedro.martínez418@mail.com,Chile,Valparaíso,50,F,2025-09-30
491,Laura,Díaz,laura.díaz491@mail.com,Chile,Valparaíso,43,F,2025-10-02
395,Luis,Rodríguez,luis.rodríguez395@mail.com,Argentina,Buenos Aires,20,F,2025-10-04
88,Agustina,González,agustina.gonzález88@mail.com,México,CDMX,38,M,2025-10-07
251,Luis,Torres,luis.torres251@mail.com,España,Barcelona,47,M,2025-10-11
136,María,Díaz,maría.díaz136@mail.com,Argentina,Rosario,38,F,2025-10-12
452,Juan,Pérez,juan.pérez452@mail.com,Colombia,Medellín,55,M,2025-10-15
482,Juan,Pérez,juan.pérez482@mail.com,Argentina,Rosario,29,F,2025-10-18
213,Valentina,Romero,valentina.romero213@mail.com,Argentina,Mendoza,24,Otro,2025-10-22
20,Carlos,Martínez,carlos.martínez20@mail.com,España,Valencia,23,M,2025-10-23
109,Pablo,Fernández,pablo.fernández109@mail.com,Argentina,Buenos Aires,33,F,2025-11-02
371,Florencia,González,florencia.gonzález371@mail.com,Chile,Valparaíso,47,M,2025-11-09
378,Julieta,Romero,julieta.romero378@mail.com,México,CDMX,49,F,2025-11-13
374,Pedro,Torres,pedro.torres374@mail.com,Argentina,Mendoza,41,M,2025-11-16
339,Julieta,Fernández,julieta.fernández339@mail.com,Argentina,Buenos Aires,50,Otro,2025-11-18
150,Florencia,Romero,florencia.romero150@mail.com,Argentina,Córdoba,19,F,2025-11-18
151,Sofía,Rodríguez,sofía.rodríguez151@mail.com,Colombia,Bogotá,35,F,2025-11-22
168,Sofía,Pérez,sofía.pérez168@mail.com,Colombia,Bogotá,37,F,2025-11-26
128,José,Díaz,josé.díaz128@mail.com,Argentina,Rosario,49,F,2025-11-28
331,Pedro,López,pedro.lópez331@mail.com,Chile,Santiago,53,M,2025-11-30
91,Martín,Sánchez,martín.sánchez91@mail.com,Argentina,Rosario,32,F,2025-12-01
267,María,Díaz,maría.díaz267@mail.com,Argentina,Buenos Aires,48,M,2025-12-02
104,Ana,López,ana.lópez104@mail.com,Uruguay,Montevideo,35,F,2025-12-03
103,Pablo,Romero,pablo.romero103@mail.com,Argentina,Mendoza,68,M,2025-12-06
137,Andrés,Rodríguez,andrés.rodríguez137@mail.com,Perú,Arequipa,23,F,2025-12-09
116,Valentina,Rodríguez,valentina.rodríguez116@mail.com,Colombia,Bogotá,29,F,2025-12-12
149,Lucía,Torres,lucía.torres149@mail.com,México,Guadalajara,22,F,2025-12-12
280,Florencia,Pérez,florencia.pérez280@mail.com,Colombia,Bogotá,45,M,2025-12-17
230,Laura,Rodríguez,laura.rodríguez230@mail.com,Argentina,Buenos Aires,42,M,2025-12-20
310,Florencia,Torres,florencia.torres310@mail.com,Argentina,Córdoba,65,F,2025-12-22
436,Carlos,Rodríguez,carlos.rodríguez436@mail.com,Argentina,Mendoza,58,F,2025-12-30
